,Average running time,Running time stdev,Average score,Score stdev,Average quality,Objective quality
10,0.05505151748657226,0.004286354430255616,7.0,0.0,30.0,
11,0.05644192695617676,0.0025105154331112435,7.2,0.4472135954999579,34.54545454545455,
12,0.06124382019042969,0.002050595956111584,8.2,0.4472135954999579,31.66666666666667,
13,0.06781148910522461,0.002897474311103733,9.0,0.0,30.76923076923077,
14,0.07241368293762207,0.013964804166007266,9.8,0.4472135954999579,29.999999999999996,
15,0.06840949058532715,0.0005401172662642029,10.4,0.5477225575051661,30.666666666666664,
16,0.07200770378112793,0.0014653645810487987,11.0,0.0,31.25,
17,0.07879457473754883,0.003505510709747242,11.6,0.5477225575051661,31.764705882352942,
18,0.07858452796936036,0.0010854814141626394,12.4,0.5477225575051661,31.11111111111111,
19,0.08796544075012207,0.007740363196416124,13.6,0.5477225575051661,28.42105263157895,
20,0.08916902542114258,0.006519906276897605,14.2,0.4472135954999579,29.000000000000007,
21,0.08876199722290039,0.0007069761244718933,14.0,0.0,33.333333333333336,
22,0.09255356788635254,0.00044462327259246775,14.8,0.4472135954999579,32.72727272727272,
23,0.09753885269165039,0.0022577862021404527,15.6,0.5477225575051661,32.17391304347826,
24,0.1093069076538086,0.010236433547765905,16.6,0.5477225575051661,30.83333333333333,
25,0.11388792991638183,0.014987468547482126,16.2,0.4472135954999579,35.2,
26,0.12168183326721191,0.01820550912988026,17.2,0.4472135954999579,33.846153846153854,
27,0.1230712890625,0.0019421060468267914,18.8,0.4472135954999579,30.370370370370367,
28,0.1278508186340332,0.007723796263866859,19.0,0.0,32.142857142857146,
29,0.16357078552246093,0.04174299709299683,19.0,0.0,34.48275862068966,
30,0.12247238159179688,0.0013014768906836741,20.2,0.4472135954999579,32.66666666666667,
31,0.15491156578063964,0.022118174045549242,21.4,0.5477225575051661,30.967741935483875,
32,0.1324443817138672,0.007420755922521303,22.0,0.0,31.25,
33,0.15458669662475585,0.014168488689470432,21.6,0.5477225575051661,34.54545454545454,
34,0.17254648208618165,0.034227857762719166,22.6,0.5477225575051661,33.52941176470588,
35,0.17174010276794432,0.03644787792437415,23.2,0.8366600265340756,33.714285714285715,
36,0.17612953186035157,0.024998469015969776,23.6,0.5477225575051661,34.444444444444436,
37,0.16376137733459473,0.010065255400240081,24.6,0.5477225575051661,33.51351351351351,
38,0.1549858570098877,0.005117320110431725,25.6,0.8944271909999159,32.63157894736842,
39,0.17573041915893556,0.02725904790091948,26.0,0.7071067811865476,33.333333333333336,
40,0.18888731002807618,0.02835952536892542,26.8,0.4472135954999579,33.0,
41,0.21849541664123534,0.031907862112711245,26.2,0.8366600265340756,36.09756097560975,
42,0.19839353561401368,0.030439285522626272,27.6,0.5477225575051661,34.28571428571428,
43,0.21287288665771484,0.02271467307483542,28.8,0.8366600265340756,33.02325581395349,
44,0.2084296703338623,0.038279087047687,28.6,0.5477225575051661,34.99999999999999,
45,0.23792176246643065,0.04212426745669303,29.6,0.5477225575051661,34.222222222222214,
46,0.23463091850280762,0.010701937858583909,30.4,0.5477225575051661,33.913043478260875,
47,0.23054971694946289,0.03521498433526586,31.2,0.4472135954999579,33.61702127659574,
48,0.2525810241699219,0.03606984426757674,31.8,0.4472135954999579,33.75,
49,0.2536194324493408,0.03284263425473166,32.0,0.7071067811865476,34.69387755102041,
50,0.23888731002807617,0.04362163103920028,33.2,0.8366600265340756,33.599999999999994,
